provinceCode,provinceName,districtCode,districtName,wardCode,wardName
701,Tp Hồ Chí Minh,71103,Thành phố Bến Cát,71103167,Phường Thới Hoà
701,Tp Hồ Chí Minh,70143,Huyện Cần Giờ,70143168,Xã Thạnh An
101,Thành phố Hà Nội,10105,Quận Hoàn Kiếm,10105001,Phường Hoàn Kiếm
101,Thành phố Hà Nội,10105,Quận Hoàn Kiếm,10105002,Phường Cửa Nam
101,Thành phố Hà Nội,10101,Quận Ba Đình,10101003,Phường Ba Đình
101,Thành phố Hà Nội,10101,Quận Ba Đình,10101004,Phường Ngọc Hà
101,Thành phố Hà Nội,10101,Quận Ba Đình,10101005,Phường Giảng Võ
101,Thành phố Hà Nội,10107,Quận Hai Bà Trưng,10107006,Phường Hai Bà Trưng
101,Thành phố Hà Nội,10107,Quận Hai Bà Trưng,10107007,Phường Vĩnh Tuy
101,Thành phố Hà Nội,10107,Quận Hai Bà Trưng,10107008,Phường Bạch Mai
101,Thành phố Hà Nội,10109,Quận Đống Đa,10109009,Phường Đống Đa
101,Thành phố Hà Nội,10109,Quận Đống Đa,10109010,Phường Kim Liên
101,Thành phố Hà Nội,10109,Quận Đống Đa,10109011,Phường Văn Miếu - Quốc Tử Giám
101,Thành phố Hà Nội,10109,Quận Đống Đa,10109012,Phường Láng
101,Thành phố Hà Nội,10109,Quận Đống Đa,10109013,Phường Ô Chợ Dừa
101,Thành phố Hà Nội,10103,Quận Tây Hồ,10103014,Phường Hồng Hà
101,Thành phố Hà Nội,10108,Quận Hoàng Mai,10108015,Phường Lĩnh Nam
101,Thành phố Hà Nội,10108,Quận Hoàng Mai,10108016,Phường Hoàng Mai
101,Thành phố Hà Nội,10108,Quận Hoàng Mai,10108017,Phường Vĩnh Hưng
101,Thành phố Hà Nội,10108,Quận Hoàng Mai,10108018,Phường Tương Mai
101,Thành phố Hà Nội,10108,Quận Hoàng Mai,10108019,Phường Định Công
101,Thành phố Hà Nội,10123,Huyện Thanh Trì,10123020,Phường Hoàng Liệt
101,Thành phố Hà Nội,10108,Quận Hoàng Mai,10108021,Phường Yên Sở
101,Thành phố Hà Nội,10111,Quận Thanh Xuân,10111022,Phường Thanh Xuân
101,Thành phố Hà Nội,10111,Quận Thanh Xuân,10111023,Phường Khương Đình
101,Thành phố Hà Nội,10111,Quận Thanh Xuân,10111024,Phường Phương Liệt
101,Thành phố Hà Nội,10113,Quận Cầu Giấy,10113025,Phường Cầu Giấy
101,Thành phố Hà Nội,10113,Quận Cầu Giấy,10113026,Phường Nghĩa Đô
101,Thành phố Hà Nội,10113,Quận Cầu Giấy,10113027,Phường Yên Hoà
101,Thành phố Hà Nội,10103,Quận Tây Hồ,10103028,Phường Tây Hồ
101,Thành phố Hà Nội,10157,Quận Bắc Từ Liêm,10157029,Phường Phú Thượng
101,Thành phố Hà Nội,10157,Quận Bắc Từ Liêm,10157030,Phường Tây Tựu
101,Thành phố Hà Nội,10157,Quận Bắc Từ Liêm,10157031,Phường Phú Diễn
101,Thành phố Hà Nội,10157,Quận Bắc Từ Liêm,10157032,Phường Xuân Đỉnh
101,Thành phố Hà Nội,10157,Quận Bắc Từ Liêm,10157033,Phường Đông Ngạc
101,Thành phố Hà Nội,10157,Quận Bắc Từ Liêm,10157034,Phường Thượng Cát
101,Thành phố Hà Nội,10155,Quận Nam Từ Liêm,10155035,Phường Từ Liêm
101,Thành phố Hà Nội,10155,Quận Nam Từ Liêm,10155036,Phường Xuân Phương
101,Thành phố Hà Nội,10155,Quận Nam Từ Liêm,10155037,Phường Tây Mỗ
101,Thành phố Hà Nội,10155,Quận Nam Từ Liêm,10155038,Phường Đại Mỗ
101,Thành phố Hà Nội,10106,Quận Long Biên,10106039,Phường Long Biên
101,Thành phố Hà Nội,10106,Quận Long Biên,10106040,Phường Bồ Đề
101,Thành phố Hà Nội,10106,Quận Long Biên,10106041,Phường Việt Hưng
101,Thành phố Hà Nội,10106,Quận Long Biên,10106042,Phường Phúc Lợi
101,Thành phố Hà Nội,10127,Quận Hà Đông,10127043,Phường Hà Đông
101,Thành phố Hà Nội,10127,Quận Hà Đông,10127044,Phường Dương Nội
101,Thành phố Hà Nội,10127,Quận Hà Đông,10127045,Phường Yên Nghĩa
101,Thành phố Hà Nội,10127,Quận Hà Đông,10127046,Phường Phú Lương
101,Thành phố Hà Nội,10127,Quận Hà Đông,10127047,Phường Kiến Hưng
101,Thành phố Hà Nội,10123,Huyện Thanh Trì,10123048,Xã Thanh Trì
101,Thành phố Hà Nội,10123,Huyện Thanh Trì,10123049,Xã Đại Thanh
101,Thành phố Hà Nội,10123,Huyện Thanh Trì,10123050,Xã Nam Phù
101,Thành phố Hà Nội,10123,Huyện Thanh Trì,10123051,Xã Ngọc Hồi
101,Thành phố Hà Nội,10123,Huyện Thanh Trì,10123052,Phường Thanh Liệt
101,Thành phố Hà Nội,10143,Huyện Thường Tín,10143053,Xã Thượng Phúc
101,Thành phố Hà Nội,10143,Huyện Thường Tín,10143054,Xã Thường Tín
101,Thành phố Hà Nội,10143,Huyện Thường Tín,10143055,Xã Chương Dương
101,Thành phố Hà Nội,10143,Huyện Thường Tín,10143056,Xã Hồng Vân
101,Thành phố Hà Nội,10149,Huyện Phú Xuyên,10149057,Xã Phú Xuyên
101,Thành phố Hà Nội,10149,Huyện Phú Xuyên,10149058,Xã Phượng Dực
101,Thành phố Hà Nội,10149,Huyện Phú Xuyên,10149059,Xã Chuyên Mỹ
101,Thành phố Hà Nội,10149,Huyện Phú Xuyên,10149060,Xã Đại Xuyên
101,Thành phố Hà Nội,10141,Huyện Thanh Oai,10141061,Xã Thanh Oai
101,Thành phố Hà Nội,10141,Huyện Thanh Oai,10141062,Xã Bình Minh
101,Thành phố Hà Nội,10141,Huyện Thanh Oai,10141063,Xã Tam Hưng
101,Thành phố Hà Nội,10141,Huyện Thanh Oai,10141064,Xã Dân Hoà
101,Thành phố Hà Nội,10147,Huyện Ứng Hoà,10147065,Xã Vân Đình
101,Thành phố Hà Nội,10147,Huyện Ứng Hoà,10147066,Xã Ứng Thiên
101,Thành phố Hà Nội,10147,Huyện Ứng Hoà,10147067,Xã Hoà Xá
101,Thành phố Hà Nội,10147,Huyện Ứng Hoà,10147068,Xã Ứng Hoà
101,Thành phố Hà Nội,10145,Huyện Mỹ Đức,10145069,Xã Mỹ Đức
101,Thành phố Hà Nội,10145,Huyện Mỹ Đức,10145070,Xã Hồng Sơn
101,Thành phố Hà Nội,10145,Huyện Mỹ Đức,10145071,Xã Phúc Sơn
101,Thành phố Hà Nội,10145,Huyện Mỹ Đức,10145072,Xã Hương Sơn
101,Thành phố Hà Nội,10153,Huyện Chương Mỹ,10153073,Phường Chương Mỹ
101,Thành phố Hà Nội,10153,Huyện Chương Mỹ,10153074,Xã Phú Nghĩa
101,Thành phố Hà Nội,10153,Huyện Chương Mỹ,10153075,Xã Xuân Mai
101,Thành phố Hà Nội,10153,Huyện Chương Mỹ,10153076,Xã Trần Phú
101,Thành phố Hà Nội,10153,Huyện Chương Mỹ,10153077,Xã Hoà Phú
101,Thành phố Hà Nội,10153,Huyện Chương Mỹ,10153078,Xã Quảng Bị
101,Thành phố Hà Nội,10151,Huyện Ba Vì,10151079,Xã Minh Châu
101,Thành phố Hà Nội,10151,Huyện Ba Vì,10151080,Xã Quảng Oai
101,Thành phố Hà Nội,10151,Huyện Ba Vì,10151081,Xã Vật Lại
101,Thành phố Hà Nội,10151,Huyện Ba Vì,10151082,Xã Cổ Đô
101,Thành phố Hà Nội,10151,Huyện Ba Vì,10151083,Xã Bất Bạt
101,Thành phố Hà Nội,10151,Huyện Ba Vì,10151084,Xã Suối Hai
101,Thành phố Hà Nội,10151,Huyện Ba Vì,10151085,Xã Ba Vì
101,Thành phố Hà Nội,10151,Huyện Ba Vì,10151086,Xã Yên Bài
101,Thành phố Hà Nội,10129,Thị xã Sơn Tây,10129087,Phường Sơn Tây
101,Thành phố Hà Nội,10129,Thị xã Sơn Tây,10129088,Phường Tùng Thiện
101,Thành phố Hà Nội,10129,Thị xã Sơn Tây,10129089,Xã Đoài Phương
101,Thành phố Hà Nội,10131,Huyện Phúc Thọ,10131090,Xã Phúc Thọ
101,Thành phố Hà Nội,10131,Huyện Phúc Thọ,10131091,Xã Phúc Lộc
101,Thành phố Hà Nội,10131,Huyện Phúc Thọ,10131092,Xã Hát Môn
101,Thành phố Hà Nội,10135,Huyện Thạch Thất,10135093,Xã Thạch Thất
101,Thành phố Hà Nội,10135,Huyện Thạch Thất,10135094,Xã Hạ Bằng
101,Thành phố Hà Nội,10135,Huyện Thạch Thất,10135095,Xã Tây Phương
101,Thành phố Hà Nội,10135,Huyện Thạch Thất,10135096,Xã Hoà Lạc
101,Thành phố Hà Nội,10135,Huyện Thạch Thất,10135097,Xã Yên Xuân
101,Thành phố Hà Nội,10139,Huyện Quốc Oai,10139098,Xã Quốc Oai
101,Thành phố Hà Nội,10139,Huyện Quốc Oai,10139099,Xã Hưng Đạo
101,Thành phố Hà Nội,10139,Huyện Quốc Oai,10139100,Xã Kiều Phú
101,Thành phố Hà Nội,10139,Huyện Quốc Oai,10139101,Xã Phú Cát
101,Thành phố Hà Nội,10137,Huyện Hoài Đức,10137102,Xã Hoài Đức
101,Thành phố Hà Nội,10137,Huyện Hoài Đức,10137103,Xã Dương Hoà
101,Thành phố Hà Nội,10137,Huyện Hoài Đức,10137104,Xã Sơn Đồng
101,Thành phố Hà Nội,10137,Huyện Hoài Đức,10137105,Xã An Khánh
101,Thành phố Hà Nội,10133,Huyện Đan Phượng,10133106,Xã Đan Phượng
101,Thành phố Hà Nội,10133,Huyện Đan Phượng,10133107,Xã Ô Diên
101,Thành phố Hà Nội,10133,Huyện Đan Phượng,10133108,Xã Liên Minh
101,Thành phố Hà Nội,10119,Huyện Gia Lâm,10119109,Xã Gia Lâm
101,Thành phố Hà Nội,10119,Huyện Gia Lâm,10119110,Xã Thuận An
101,Thành phố Hà Nội,10119,Huyện Gia Lâm,10119111,Xã Bát Tràng
101,Thành phố Hà Nội,10119,Huyện Gia Lâm,10119112,Xã Phù Đổng
101,Thành phố Hà Nội,10117,Huyện Đông Anh,10117113,Xã Thư Lâm
101,Thành phố Hà Nội,10117,Huyện Đông Anh,10117114,Xã Đông Anh
101,Thành phố Hà Nội,10117,Huyện Đông Anh,10117115,Xã Phúc Thịnh
101,Thành phố Hà Nội,10117,Huyện Đông Anh,10117116,Xã Thiên Lộc
101,Thành phố Hà Nội,10117,Huyện Đông Anh,10117117,Xã Vĩnh Thanh
101,Thành phố Hà Nội,10125,Huyện Mê Linh,10125118,Xã Mê Linh
101,Thành phố Hà Nội,10125,Huyện Mê Linh,10125119,Xã Yên Lãng
101,Thành phố Hà Nội,10125,Huyện Mê Linh,10125120,Xã Tiến Thắng
101,Thành phố Hà Nội,10125,Huyện Mê Linh,10125121,Xã Quang Minh
101,Thành phố Hà Nội,10115,Huyện Sóc Sơn,10115122,Xã Sóc Sơn
101,Thành phố Hà Nội,10115,Huyện Sóc Sơn,10115123,Xã Đa Phúc
101,Thành phố Hà Nội,10115,Huyện Sóc Sơn,10115124,Xã Nội Bài
101,Thành phố Hà Nội,10115,Huyện Sóc Sơn,10115125,Xã Trung Giã
101,Thành phố Hà Nội,10115,Huyện Sóc Sơn,10115126,Xã Kim Anh
